transaction_id,donor_id,channel,transaction_date,amount,is_recurring,is_first_donation
txn_00000423,0cdf3620455e,paid_social,2023-03-01,47.24,False,True
txn_00004596,e43724a2c7dd,organic_social,2023-03-01,19.47,False,True
txn_00002146,7dcb3c4622d9,organic_social,2023-03-01,5.0,False,True
txn_00001666,57e2071fc563,organic_social,2023-03-01,38.84,False,True
txn_00003216,5929c8bc1d90,direct_referral,2023-03-01,492.76,False,True
txn_00000723,81adfd7fdf31,organic_social,2023-03-01,59.51,True,True
txn_00000836,52c1285c894a,email_campaign,2023-03-01,409.31,False,False
txn_00001067,c326ac0feadd,paid_social,2023-03-01,46.33,False,True
txn_00001845,b7069234681a,organic_social,2023-03-02,113.59,True,True
txn_00001085,d3a7053511ad,paid_social,2023-03-02,69.55,False,True
txn_00000511,d5b0977d8e8f,paid_social,2023-03-02,79.65,False,True
txn_00001490,e1abfcfbb148,organic_social,2023-03-02,35.24,False,True
txn_00002546,5f9f6213ebd4,paid_social,2023-03-02,100.92,False,True
txn_00002805,9f670914ed15,direct_referral,2023-03-02,343.05,False,True
txn_00000000,5f60b748d420,paid_social,2023-03-02,43.93,False,True
txn_00004260,81a72b83b32c,direct_referral,2023-03-02,208.09,False,True
txn_00004195,bf8b8444555e,organic_social,2023-03-02,90.09,False,True
txn_00000049,5e3c004e7ab2,paid_social,2023-03-02,95.44,False,True
txn_00000167,246fb1791d57,organic_social,2023-03-02,85.79,False,True
txn_00004477,f2210ea6c9fa,paid_social,2023-03-03,59.82,False,True
txn_00002861,a8f687ff41d7,direct_mail,2023-03-03,79.88,False,True
txn_00001696,d104b4de7aa4,event_in_person,2023-03-03,809.92,True,False
txn_00002908,be2706ba1a0e,paid_social,2023-03-03,8.21,False,True
txn_00001681,db06aaa5eee5,organic_social,2023-03-03,38.15,False,True
txn_00004550,d040b11d2375,event_in_person,2023-03-03,203.37,False,True
txn_00000862,21d3c618e518,organic_social,2023-03-03,5.0,False,True
txn_00004630,486f595c85c5,email_campaign,2023-03-03,335.36,False,True
txn_00000933,94659e74df72,direct_referral,2023-03-03,516.03,True,True
txn_00004526,ec8ca3425205,direct_referral,2023-03-03,290.0,True,True
txn_00003241,c59024e56a0f,email_campaign,2023-03-03,215.06,False,True
txn_00002359,a6229dab49fe,event_in_person,2023-03-03,736.0,False,False
txn_00004472,77bc4d43af4f,organic_social,2023-03-03,69.19,False,True
txn_00004078,b4e8d958a565,organic_social,2023-03-04,174.45,False,True
txn_00002856,24c90f9e6b0b,paid_social,2023-03-04,17.12,False,True
txn_00000470,66207e7bc9d8,organic_social,2023-03-04,12.15,False,True
txn_00004213,fdb39f65b6df,email_campaign,2023-03-04,330.29,False,True
txn_00000269,804f0742bfd8,paid_social,2023-03-04,51.87,False,True
txn_00003326,fe0632167aff,event_in_person,2023-03-04,5.0,True,True
txn_00004527,491ce84e8619,paid_social,2023-03-04,40.79,False,True
txn_00001878,4d40bd6eed26,paid_social,2023-03-04,25.34,False,True
txn_00004428,3b2442c476fa,direct_referral,2023-03-04,250.22,False,True
txn_00000370,f0be9355080d,paid_social,2023-03-04,53.82,False,True
txn_00003748,3bc4800183ce,email_campaign,2023-03-04,143.98,False,True
txn_00002946,8e996f386c5c,direct_referral,2023-03-05,340.66,False,True
txn_00001612,a00dbc44f57b,email_campaign,2023-03-05,162.13,False,True
txn_00000782,351b206bdb66,direct_referral,2023-03-05,604.56,True,True
txn_00003357,275f19e3b439,paid_social,2023-03-05,54.18,False,True
txn_00003969,17583b15aaff,organic_social,2023-03-05,98.36,False,True
txn_00001202,fe918c7e31b2,paid_social,2023-03-05,49.17,False,True
txn_00003892,24873f62a657,paid_social,2023-03-05,57.92,False,True
txn_00002225,1f6a4d47f53a,direct_referral,2023-03-05,290.54,False,True
txn_00000987,3196c3da8ed9,direct_referral,2023-03-05,540.1,True,False
txn_00002128,e78cf68c127e,paid_social,2023-03-05,52.31,False,True
txn_00001915,f509901bd6fb,email_campaign,2023-03-05,378.12,False,False
txn_00002004,7fc3b2459a6b,organic_social,2023-03-05,62.22,False,True
txn_00000170,abb8ed019048,paid_social,2023-03-05,117.0,False,True
txn_00004054,a5a0b96e037c,paid_social,2023-03-06,91.82,False,True
txn_00001125,0c2365c0a240,organic_social,2023-03-06,64.3,False,True
txn_00004346,854b30c01c78,email_campaign,2023-03-06,29.68,True,True
txn_00002545,cde4db43c5b5,email_campaign,2023-03-06,361.24,False,True
txn_00002019,674c8967f179,organic_social,2023-03-06,181.95,False,True
txn_00001806,4586dfc93f23,email_campaign,2023-03-06,194.23,False,True
txn_00002524,d8099a78669f,paid_social,2023-03-06,39.74,False,True
txn_00001936,37df89e4066e,paid_social,2023-03-06,64.67,False,True
txn_00004281,482f262abc5c,organic_social,2023-03-06,33.92,False,True
txn_00004579,ba0a57578343,event_in_person,2023-03-06,458.86,True,True
txn_00000879,1ffc1d34909e,email_campaign,2023-03-06,330.12,True,True
txn_00000043,46078c954146,organic_social,2023-03-06,84.21,False,True
txn_00003591,e8c0a6767d93,organic_social,2023-03-06,68.1,False,True
txn_00002318,f960387d8a2a,paid_social,2023-03-07,58.51,False,True
txn_00001200,a0a8a6a55cb4,direct_mail,2023-03-07,79.81,False,True
txn_00003288,613c36ec7d10,paid_social,2023-03-07,34.99,False,True
txn_00004451,b35ff9ed6cb9,email_campaign,2023-03-07,183.88,False,True
txn_00001471,c3aa29a1df7e,organic_social,2023-03-07,47.79,False,True
txn_00000794,e6ae022fac86,event_in_person,2023-03-07,527.17,True,True
txn_00003383,8b45ca90a188,organic_social,2023-03-07,112.26,False,True
txn_00002827,ac83cbec5a39,email_campaign,2023-03-07,148.82,True,True
txn_00001902,5a0fcecd0354,paid_social,2023-03-07,51.48,False,True
txn_00002600,608e2169b732,paid_social,2023-03-08,167.01,False,True
txn_00000602,061f8fe3b825,paid_social,2023-03-08,99.9,False,True
txn_00004297,59225c8676d8,direct_referral,2023-03-08,5.0,True,True
txn_00002687,244d6402c97c,direct_referral,2023-03-08,393.75,False,True
txn_00002273,401dac96853c,paid_social,2023-03-08,73.8,False,True
txn_00000579,1b74aca9f612,direct_referral,2023-03-08,457.32,False,False
txn_00003933,8593e635e726,email_campaign,2023-03-08,224.61,True,True
txn_00004114,e9ea117ee084,email_campaign,2023-03-08,174.53,False,True
txn_00002565,7932afb22647,organic_social,2023-03-08,36.48,False,True
txn_00004251,793853e13a6a,paid_social,2023-03-08,41.38,False,True
txn_00002381,21ad6d887001,paid_social,2023-03-08,23.9,False,True
txn_00003329,d68281125ae9,event_in_person,2023-03-08,447.8,True,True
txn_00003680,4bd371ad9b05,direct_referral,2023-03-08,720.91,False,False
txn_00000913,b9bfa84c4627,paid_social,2023-03-08,72.28,False,True
txn_00003553,d5732d06aa2d,direct_referral,2023-03-08,606.33,True,False
txn_00002147,39bf10460ab6,organic_social,2023-03-09,154.71,False,True
txn_00000412,51f7a568b16c,organic_social,2023-03-09,25.29,False,True
txn_00003883,b3271a3b08a5,paid_social,2023-03-09,17.72,False,True
txn_00000166,70b3b5e58fbd,organic_social,2023-03-09,103.95,False,True
txn_00004080,e34f39580df6,email_campaign,2023-03-09,244.11,True,True
txn_00002089,85adc3fae0a9,paid_social,2023-03-09,29.42,False,True
txn_00001154,00da863f4c22,organic_social,2023-03-09,101.04,False,True
txn_00003475,b3d8323a515f,direct_referral,2023-03-09,238.06,False,True
txn_00003541,90e4c7fb6c19,organic_social,2023-03-09,57.46,False,True
txn_00002704,243c755cfd4a,organic_social,2023-03-09,31.85,False,True
txn_00002707,ecb20a1931a9,direct_referral,2023-03-09,633.61,True,True
txn_00004025,285a5fb7464f,organic_social,2023-03-10,99.5,False,True
txn_00002494,d205248b5465,event_in_person,2023-03-10,750.36,False,True
txn_00000726,51ba07488b0d,paid_social,2023-03-10,57.31,False,True
txn_00001191,4d7c201328cb,paid_social,2023-03-10,18.8,False,True
txn_00003767,03fa20e17a8e,paid_social,2023-03-10,52.3,False,True
txn_00002911,41366ed56c01,organic_social,2023-03-10,121.07,False,True
txn_00004021,6361e9525a2d,paid_social,2023-03-10,5.0,False,True
txn_00003233,db5deae8787e,paid_social,2023-03-10,58.4,False,True
txn_00004108,71ff4cdf59b5,paid_social,2023-03-10,39.12,False,True
txn_00001185,6cb08c38a57b,email_campaign,2023-03-10,339.77,False,True
txn_00002413,e0b8ba6dae1d,event_in_person,2023-03-10,695.45,False,True
txn_00000274,382dc3e98106,organic_social,2023-03-10,74.47,False,True
txn_00003440,93f1db5dae78,event_in_person,2023-03-10,224.68,False,True
txn_00000833,0e5766d8deef,paid_social,2023-03-11,98.36,False,True
txn_00003328,8604cbea47a0,organic_social,2023-03-11,67.52,False,True
txn_00000290,8742443ec77d,direct_mail,2023-03-11,5.0,False,True
txn_00001322,41aa44fbac88,email_campaign,2023-03-11,286.82,False,False
txn_00002157,2bb2bbe37063,paid_social,2023-03-11,11.22,False,True
txn_00002252,a64100cc5e95,email_campaign,2023-03-11,282.02,False,True
txn_00004277,d7bd5f4ed3c7,organic_social,2023-03-11,5.0,False,True
txn_00003458,c675eb066f9c,organic_social,2023-03-11,27.65,False,True
